,Provider_ID,Provider_Name,Provider_Street,Provider_City,Provider_State,Provider_Zip,Provider_Hospital_Referral_Region,APC,APC_Description,Beneficiaries,Comprehensive_APC_Services,Avg_Est_Total_submitted_amt,Avg_Medicare_Allowed,Avg_Medicare_pymt
52892,450203,Weatherford Regional Medical Center,713 E Anderson St,Weatherford,TX,76086,TX - Fort Worth,5302,Level 2 Upper GI Procedures,96.0,115,11774.1936521738,1251.00226086956,994.962260869565
52920,450209,Northwest Texas Hospital,1501 Coulter Road,Amarillo,TX,79106,TX - Amarillo,5302,Level 2 Upper GI Procedures,26.0,29,9452.89655172413,1134.65172413793,903.451724137931
52942,450211,Chi St Lukes Health Memorial Lufkin,1201 West Frank Street,Lufkin,TX,75901,TX - Houston,5302,Level 2 Upper GI Procedures,17.0,17,15272.7864705882,1147.5,914.27
52971,450213,University Health System,4502 Medical Dr,San Antonio,TX,78229,TX - San Antonio,5302,Level 2 Upper GI Procedures,169.0,190,6132.08584210526,1179.16984210526,937.471421052631
53002,450222,Conroe Regional Medical Center,504 Medical Center Blvd,Conroe,TX,77304,TX - Houston,5302,Level 2 Upper GI Procedures,78.0,81,16724.012345679,1260.96604938271,999.556049382717
53031,450229,Hendrick Medical Center,1900 Pine,Abilene,TX,79601,TX - Abilene,5302,Level 2 Upper GI Procedures,33.0,37,14171.3891891891,1187.54,946.17
53067,450231,Baptist St Anthony's Hospital,1600 Wallace Blvd,Amarillo,TX,79106,TX - Amarillo,5302,Level 2 Upper GI Procedures,72.0,78,6803.42666666666,1117.43102564102,880.373846153847
53120,450237,Christus Santa Rosa Medical Center,2827 Babcock Road,San Antonio,TX,78207,TX - San Antonio,5302,Level 2 Upper GI Procedures,205.0,225,9746.53271111115,1156.53724444444,907.063377777782
53145,450271,Wise Regional Health System,609 Medical Center Drive,Decatur,TX,76234,TX - Dallas,5302,Level 2 Upper GI Procedures,50.0,53,10748.7045283018,1222.00018867924,965.814905660377
53162,450272,Central Texas Medical Center,1301 Wonder World Drive,San Marcos,TX,78666,TX - Austin,5302,Level 2 Upper GI Procedures,11.0,14,15241.4542857142,1203.12714285714,943.837142857143
53180,450280,Baylor Scott & White Medical Center Garland,2300 Marie Curie Drive,Garland,TX,75042,TX - Dallas,5302,Level 2 Upper GI Procedures,15.0,17,7844.03529411764,1297.24,1033.57
53192,450289,Harris Health System,2525 Holly Hall,Houston,TX,77054,TX - Houston,5302,Level 2 Upper GI Procedures,33.0,43,5957.40162790697,1286.13,1024.72
53217,450299,College Station Medical Center,1604 Rock Prairie Road,College Station,TX,77842,TX - Bryan,5302,Level 2 Upper GI Procedures,16.0,18,26142.6233333333,1271.83166666666,1009.28388888888
53241,450324,Texoma Medical Center,5016 S Us Highway 75,Denison,TX,75020,TX - Dallas,5302,Level 2 Upper GI Procedures,161.0,181,8384.52624309392,1260.81337016574,999.922872928177
53261,450330,Oakbend Medical Center,1705 Jackson St,Richmond,TX,77469,TX - Houston,5302,Level 2 Upper GI Procedures,26.0,29,9624.8624137931,1286.13,1024.72
53275,450340,San Angelo Community Medical Center,3501 Knickerbocker Road,San Angelo,TX,76904,TX - San Angelo,5302,Level 2 Upper GI Procedures,47.0,51,9762.42843137257,1206.86784313725,960.683725490196
53304,450346,Baptist Beaumont Hospital,3080 College Street,Beaumont,TX,77701,TX - Beaumont,5302,Level 2 Upper GI Procedures,22.0,23,8500.60869565217,1286.13,1024.72
53326,450347,Huntsville Memorial Hospital,110 Memorial Hospital Drive,Huntsville,TX,77340,TX - Houston,5302,Level 2 Upper GI Procedures,35.0,39,6033.48923076923,1259.85512820512,998.445128205128
53356,450352,Hunt Regional Medical Center,4215 Joe Ramsey Blvd,Greenville,TX,75401,TX - Dallas,5302,Level 2 Upper GI Procedures,83.0,100,4586.6952,1297.24,1033.57
53392,450358,Houston Methodist Hospital,6565 Fannin,Houston,TX,77030,TX - Houston,5302,Level 2 Upper GI Procedures,230.0,298,9858.51651006711,1265.52785234899,1004.1077181208
53438,450372,Baylor Scott & White Medical Center- Waxahachie,2400 N Interstate Highway 35e,Waxahachie,TX,75165,TX - Dallas,5302,Level 2 Upper GI Procedures,63.0,65,7694.88646153844,1297.24661538461,1033.24369230769
53454,450379,Dallas Medical Center,7 Medical Parkway,Dallas,TX,75234,TX - Dallas,5302,Level 2 Upper GI Procedures,16.0,16,9209.565625,1297.24,1033.57
53483,450388,Methodist Hospital,7700 Floyd Curl Dr,San Antonio,TX,78229,TX - San Antonio,5302,Level 2 Upper GI Procedures,232.0,259,8061.82583011583,1175.38988416988,929.272509652513
53511,450389,East Texas Medical Center Athens,2000 South Palestine,Athens,TX,75751,TX - Dallas,5302,Level 2 Upper GI Procedures,31.0,39,9377.76974358974,1161.48205128205,921.928461538461
53543,450403,Medical Center Of Mckinney,4500 Medical Center Drive,Mckinney,TX,75069,TX - Dallas,5302,Level 2 Upper GI Procedures,49.0,53,9800.08679245283,1297.24,1033.57
53581,450424,Houston Methodist San Jacinto Hospital,4401 Garth Road,Baytown,TX,77521,TX - Houston,5302,Level 2 Upper GI Procedures,23.0,24,11989.23125,1286.13,1024.72
53612,450431,St David's Medical Center,919 E 32nd St,Austin,TX,78705,TX - Austin,5302,Level 2 Upper GI Procedures,88.0,105,11072.819047619,1267.37495238095,1007.48342857142
53629,450447,Navarro Regional Hospital,3201 West Highway 22,Corsicana,TX,75110,TX - Dallas,5302,Level 2 Upper GI Procedures,15.0,15,12758.09,1283.37,1022.52
53658,450462,Texas Health Presbyterian Hospital  Dallas,8200 Walnut Hill Lane,Dallas,TX,75231,TX - Dallas,5302,Level 2 Upper GI Procedures,170.0,188,7600.33622340425,1275.24952127659,1011.55893617021
53685,450465,Matagorda Regional Medical Center,104 7th Street,Bay City,TX,77414,TX - Houston,5302,Level 2 Upper GI Procedures,13.0,14,5849.43785714285,1218.25,970.64
53700,450469,Wilson N Jones Regional Medical Center,500 N Highland Avenue,Sherman,TX,75091,TX - Dallas,5302,Level 2 Upper GI Procedures,20.0,24,13273.1425,1198.16,937.31
53716,450484,Woodland Heights Medical Center,505 South John Redditt Drive,Lufkin,TX,75904,TX - Houston,5302,Level 2 Upper GI Procedures,24.0,28,12132.26,1147.5,914.27
53739,450508,Memorial Hospital,1204 Mound St,Nacogdoches,TX,75961,TX - Houston,5302,Level 2 Upper GI Procedures,25.0,27,8775.12,1147.5,914.27
53763,450518,The Medical Center Of Southeast Texas,2555 Jimmy Johnson Blvd,Port Arthur,TX,77640,TX - Beaumont,5302,Level 2 Upper GI Procedures,26.0,27,14174.3918518518,1161.55851851851,920.066296296296
53789,450537,Methodist Richardson Medical Center,2831 E President George Bush Highway,Richardson,TX,75082,TX - Dallas,5302,Level 2 Upper GI Procedures,55.0,68,8174.90632352941,1297.24,1033.57
53801,450539,Covenant Hospital Plainview,2601 Dimmitt Rd,Plainview,TX,79072,TX - Lubbock,5302,Level 2 Upper GI Procedures,16.0,17,11667.3035294117,1226.61,977.3
53826,450558,Abilene Regional Medical Center,6250 Hwy 83/84,Abilene,TX,79606,TX - Abilene,5302,Level 2 Upper GI Procedures,32.0,39,16273.8861538461,1182.22666666666,935.324358974359
53845,450563,Baylor Scott & White Medical Center  Grapevine,1600 W College St Suite 190,Grapevine,TX,76051,TX - Dallas,5302,Level 2 Upper GI Procedures,73.0,81,7381.36135802469,1245.49888888888,984.648888888889
53858,450565,Palo Pinto General Hospital,400 Southwest 25 Ave,Mineral Wells,TX,76067,TX - Fort Worth,5302,Level 2 Upper GI Procedures,40.0,44,5878.98659090909,1173.11,934.67
53884,450571,Shannon Medical Center,120 East Harris Avenue,San Angelo,TX,76903,TX - San Angelo,5302,Level 2 Upper GI Procedures,198.0,237,8123.39662447257,1198.83814345991,948.406582278481
53920,450587,Brownwood Regional Medical Center,1501 Burnet Dr,Brownwood,TX,76801,TX - Abilene,5302,Level 2 Upper GI Procedures,91.0,95,8505.74315789479,1208.03926315789,960.102210526316
53939,450596,Lake Granbury Medical Center,1310 Paluxy Rd,Granbury,TX,76048,TX - Fort Worth,5302,Level 2 Upper GI Procedures,26.0,26,14839.9057692307,1259.73,1003.69
53975,450604,Hill Country Memorial Hospital Inc,1020 South State Highway 16,Fredericksburg,TX,78624,TX - San Antonio,5302,Level 2 Upper GI Procedures,31.0,41,6422.71292682926,1181.07341463414,936.263414634146
54011,450610,Memorial Hermann Memorial City Medical Center,921 Gessner,Houston,TX,77024,TX - Houston,5302,Level 2 Upper GI Procedures,112.0,128,18677.466796875,1273.763515625,1010.737734375
54043,450617,Clear Lake Regional Medical Center,500 Medical Center Blvd,Webster,TX,77598,TX - Houston,5302,Level 2 Upper GI Procedures,56.0,68,21342.7742647058,1250.06676470588,984.350882352941
54066,450634,Medical City Denton,3535 South I35 East,Denton,TX,76210,TX - Dallas,5302,Level 2 Upper GI Procedures,44.0,70,16942.354,1297.35157142857,1028.07857142857
54084,450638,Houston Northwest Medical Center,710 Cypress Creek Parkway,Houston,TX,77090,TX - Houston,5302,Level 2 Upper GI Procedures,21.0,22,13718.66,1286.13909090909,1024.2759090909
54111,450639,Texas Health Harris Methodist Hurst-Euless-Bedford,1600 Hospital Parkway,Bedford,TX,76022,TX - Fort Worth,5302,Level 2 Upper GI Procedures,69.0,83,8489.00951807229,1223.92108433734,961.307228915662
54133,450643,Doctors Hospital Of Laredo,10700 Mcpherson Road,Laredo,TX,78041,TX - San Antonio,5302,Level 2 Upper GI Procedures,34.0,38,7111.73684210526,1137.69552631578,896.234736842105
54146,450644,West Houston Medical Center,12141 Richmond Ave,Houston,TX,77082,TX - Houston,5302,Level 2 Upper GI Procedures,14.0,14,26302.4428571428,1240.40571428571,977.875
54175,450647,Medical City Dallas,7777 Forest Lane,Dallas,TX,75230,TX - Dallas,5302,Level 2 Upper GI Procedures,56.0,65,14528.2652307692,1193.894,929.333692307692
54202,450651,Medical Center Of Plano,3901 W 15th St,Plano,TX,75075,TX - Dallas,5302,Level 2 Upper GI Procedures,190.0,205,15833.2122926829,1277.53063414633,1012.50082926829
54216,450654,Starr County Memorial Hospital,128  N Fm Rd 3167,Rio Grande City,TX,78582,TX - Mcallen,5302,Level 2 Upper GI Procedures,16.0,18,3761.44833333333,1218.25,970.64
54233,450659,Park Plaza Hospital,1313 Hermann Dr,Houston,TX,77004,TX - Houston,5302,Level 2 Upper GI Procedures,14.0,15,15232.9273333333,1286.13,1024.72
54271,450662,Valley Regional Medical Center,100 A Alton Gloor,Brownsville,TX,78526,TX - Harlingen,5302,Level 2 Upper GI Procedures,13.0,14,15092.7857142857,1178.24,938.76
54291,450668,Sierra Medical Center,1625 Medical Center Dr,El Paso,TX,79902,TX - El Paso,5302,Level 2 Upper GI Procedures,22.0,33,12346.6987878787,1158.37,922.93
54301,450669,Medical Center Of Lewisville,500 West Main Street,Lewisville,TX,75057,TX - Dallas,5302,Level 2 Upper GI Procedures,13.0,15,12833.0726666666,1228.33533333333,964.665333333333
54315,450670,Tomball Regional Medical Center,605 Holderrieth,Tomball,TX,77375,TX - Houston,5302,Level 2 Upper GI Procedures,108.0,129,17936.3478294573,1283.98891472868,1020.58341085271
54339,450672,Plaza Medical Center Of Fort Worth,900 Eighth Avenue,Fort Worth,TX,76104,TX - Fort Worth,5302,Level 2 Upper GI Procedures,112.0,131,9031.41877862595,1253.88236641221,993.032366412214
54361,450675,Medical City Arlington,3301 Matlock Road,Arlington,TX,76015,TX - Fort Worth,5302,Level 2 Upper GI Procedures,32.0,36,15052.6222222222,1283.38055555555,1022.00194444444
54375,450677,Texas Health Huguley Hospital Fort Worth South,11801 South Freeway,Burleson,TX,76028,TX - Fort Worth,5302,Level 2 Upper GI Procedures,60.0,67,14437.6676119403,1252.89074626865,989.855671641789
54395,450678,Baylor Scott And White Medical Center White Rock,9440 Poppy Dr,Dallas,TX,75218,TX - Dallas,5302,Level 2 Upper GI Procedures,17.0,19,13960.0536842105,1297.24,1033.57
54436,450686,University Medical Center,602 Indiana Avenue,Lubbock,TX,79415,TX - Lubbock,5302,Level 2 Upper GI Procedures,112.0,143,10340.1978321678,1159.62573426573,915.633566433566
54452,450688,Dallas Regional Medical Center,1011 North Galloway Avenue,Mesquite,TX,75149,TX - Dallas,5302,Level 2 Upper GI Procedures,11.0,13,19383.6715384615,1297.24,1033.57
54460,450690,University Of Texas Health Science Center At Tyler,11937 Us Highway 271,Tyler,TX,75708,TX - Tyler,5302,Level 2 Upper GI Procedures,46.0,51,9833.3462745098,1160.4531372549,920.843137254902
54499,450702,Longview Regional Medical Center,2901 N Fourth St,Longview,TX,75605,TX - Longview,5302,Level 2 Upper GI Procedures,40.0,47,13558.7191489361,1170.28,932.419999999998
54520,450709,Houston Methodist St John Hospital,18300 St John Drive,Nassau Bay,TX,77058,TX - Houston,5302,Level 2 Upper GI Procedures,11.0,12,12998.8766666666,1286.13,1024.72
54541,450711,Rio Grande Regional Hospital,101 E Ridge Rd,Mcallen,TX,78503,TX - Mcallen,5302,Level 2 Upper GI Procedures,26.0,28,25795.75,1092.12964285714,852.588571428571
54568,450713,St David's South Austin Medical Center,901 West Ben White Blvd,Austin,TX,78704,TX - Austin,5302,Level 2 Upper GI Procedures,74.0,76,13403.7631578947,1275.73868421052,1016.01065789473
54584,450716,Cypress Fairbanks Medical Center,10655 Steepletop Drive,Houston,TX,77065,TX - Houston,5302,Level 2 Upper GI Procedures,11.0,14,15547.865,1286.13,1024.72
54597,450718,Round Rock Medical Center,2400 Round Rock Ave,Round Rock,TX,78681,TX - Austin,5302,Level 2 Upper GI Procedures,26.0,29,10612.3448275862,1275.73,1016.44
54621,450723,Methodist Charlton Medical Center,3500 W Wheatland Road,Dallas,TX,75237,TX - Dallas,5302,Level 2 Upper GI Procedures,80.0,91,10168.3441758241,1274.52417582417,1010.85417582417
54633,450730,Baylor Scott And White Medical Center Carrollton,4343 North Josey Lane,Carrollton,TX,75010,TX - Dallas,5302,Level 2 Upper GI Procedures,33.0,35,8157.41971428571,1297.24,1033.57
54654,450742,Baylor Scott And White Medical Center Lake Pointe,6800 Scenic Dr,Rowlett,TX,75088,TX - Dallas,5302,Level 2 Upper GI Procedures,50.0,54,11623.6724074074,1297.26055555555,1032.55203703703
54675,450743,Texas Health Presbyterian Hospital Denton,3000 N I-35,Denton,TX,76201,TX - Dallas,5302,Level 2 Upper GI Procedures,39.0,42,12029.7195238095,1297.24,1033.57
54688,450747,Palestine Regional Medical Center,2900 S Loop 256,Palestine,TX,75801,TX - Tyler,5302,Level 2 Upper GI Procedures,18.0,21,12698.0485714285,1253.37,998.62
54730,450771,Texas Health Presbyterian Hospital Plano,6200 W Parker Rd,Plano,TX,75093,TX - Dallas,5302,Level 2 Upper GI Procedures,78.0,105,7761.64038095236,1271.38295238095,1008.60095238095
54744,450774,Tops Surgical Specialty Hospital,17080 Red Oak Drive,Houston,TX,77090,TX - Houston,5302,Level 2 Upper GI Procedures,65.0,66,8915.13409090909,1258.06378787878,996.653787878789
54761,450775,Kingwood Medical Center,22999 Us Hwy 59,Kingwood,TX,77325,TX - Houston,5302,Level 2 Upper GI Procedures,32.0,39,13415.5128205128,1259.85512820512,998.445128205128
54784,450779,Texas Health Harris Methodist Hospital Southwest F,6100 Harris Pkwy,Fort Worth,TX,76132,TX - Fort Worth,5302,Level 2 Upper GI Procedures,18.0,18,6662.12333333333,1226.56333333333,965.713333333333
54811,450788,"Corpus Christi Medical Center,the",7101 S Padre Island Dr,Corpus Christi,TX,78412,TX - Corpus Christi,5302,Level 2 Upper GI Procedures,36.0,46,6185.18695652174,1143.8652173913,900.051304347826
54848,450801,Christus St Michael Health System,2600 St Michael Dr,Texarkana,TX,75504,AR - Texarkana,5302,Level 2 Upper GI Procedures,47.0,52,11373.5786538461,1221.19788461538,969.325192307692
54872,450808,Northwest Hills Surgical Hospital,6818 Austin Ctr Blvd Suite 100,Austin,TX,78731,TX - Austin,5302,Level 2 Upper GI Procedures,24.0,24,8829.56958333333,1275.73,1016.44
54893,450809,North Austin Medical Center,12221 Mopac Expressway North,Austin,TX,78758,TX - Austin,5302,Level 2 Upper GI Procedures,118.0,122,17098.768852459,1251.29713114754,989.128524590164
54927,450820,Houston Methodist Sugarland Hospital,16655 Southwest Freeway,Sugar Land,TX,77479,TX - Houston,5302,Level 2 Upper GI Procedures,74.0,85,14928.838117647,1286.15152941176,1023.6614117647
54941,450822,Medical City Las Colinas,6800 N Macarthur Blvd,Irving,TX,75039,TX - Dallas,5302,Level 2 Upper GI Procedures,22.0,24,14242.395,1254.17458333333,990.504583333333
54976,450828,Christus Spohn Hospital Alice,2500 E Main Street,Alice,TX,78332,TX - Corpus Christi,5302,Level 2 Upper GI Procedures,15.0,19,11277.5136842105,1218.25,970.64
55001,450840,Texas Health Presbyterian Hospital Allen,1105 Central Expressway North,Allen,TX,75013,TX - Dallas,5302,Level 2 Upper GI Procedures,25.0,26,8366.95346153846,1297.24,1033.57
55022,450844,Houston Methodist Willowbrook Hospital,18220 Tomball Parkway,Houston,TX,77070,TX - Houston,5302,Level 2 Upper GI Procedures,67.0,70,8742.69614285714,1272.44242857142,1010.08114285714
55057,450847,Memorial Hermann Katy Hospital,23900 Katy Freeway,Katy,TX,77494,TX - Houston,5302,Level 2 Upper GI Procedures,25.0,27,21488.4414814814,1248.20222222222,985.54074074074
55073,450848,Memorial Hermann Sugar Land Hospital,17500 W Grand Parkway South,Sugar Land,TX,77479,TX - Houston,5302,Level 2 Upper GI Procedures,34.0,53,18755.1367924528,1247.46943396226,985.648113207547
55120,450855,Harlingen Medical Center,5501 South Expressway 77,Harlingen,TX,78550,TX - Harlingen,5302,Level 2 Upper GI Procedures,55.0,67,7740.63895522389,1169.53761194029,927.328358208955
55153,450862,St Luke's The Woodlands Hospital,17200 St Luke's Way,The Woodlands,TX,77384,TX - Houston,5302,Level 2 Upper GI Procedures,63.0,75,9624.82333333333,1286.13,1024.72
55209,450869,Doctors Hospital At Renaissance,5501 South Mccoll,Edinburg,TX,78539,TX - Mcallen,5302,Level 2 Upper GI Procedures,170.0,192,11522.12671875,1153.13567708332,915.759270833333
55301,450876,Lubbock Heart Hospital Lp,4810 North Loop 289,Lubbock,TX,79416,TX - Lubbock,5302,Level 2 Upper GI Procedures,59.0,62,5212.335,1199.58999999999,955.769999999998
55319,450877,Foundation Surgical Hospital Of El Paso,1416 George Dieter,El Paso,TX,79936,TX - El Paso,5302,Level 2 Upper GI Procedures,19.0,19,12644.857368421,1122.31,884.245789473684
55354,450885,Baylor Scott And White Medical Center Centennial,12505 Lebanon Road,Frisco,TX,75035,TX - Dallas,5302,Level 2 Upper GI Procedures,33.0,35,10997.2665714285,1238.17885714285,974.508857142857
55402,450890,Baylor Regional Medical Center At Plano,4700 Alliance Boulevard,Plano,TX,75093,TX - Dallas,5302,Level 2 Upper GI Procedures,105.0,125,8210.47168,1264.208,998.4212
55446,450894,Pine Creek Medical Center Llp,9032 Harry Hines Blvd,Dallas,TX,75235,TX - Dallas,5302,Level 2 Upper GI Procedures,44.0,59,9210.87711864406,1211.63050847457,953.240508474576
55484,460001,Utah Valley Hospital,1034 North 500 West,Provo,UT,84604,UT - Provo,5302,Level 2 Upper GI Procedures,136.0,156,3904.87076923075,1247.63224358974,985.726923076923
55511,460003,Salt Lake Regional Medical Center,1050 East South Temple,Salt Lake City,UT,84102,UT - Salt Lake City,5302,Level 2 Upper GI Procedures,25.0,42,6392.09952380952,1284.09238095238,1022.48571428571
55540,460004,Mckay Dee Hospital,4401 Harrison Boulevard,Ogden,UT,84403,UT - Ogden,5302,Level 2 Upper GI Procedures,169.0,196,3312.16709183673,1245.12510204081,978.899948979592
55591,460006,Lds Hospital,8th Avenue And C Street,Salt Lake City,UT,84143,UT - Salt Lake City,5302,Level 2 Upper GI Procedures,154.0,207,4275.94826086955,1276.77323671497,1012.364057971
